step_n_branch_n_depth_n,step_start_time,step_end_time,branch_start_time,branch_end_time,depth_start_time,depth_end_time,llm_call_start_time,llm_call_end_time,command_execution_start_time,command_execution_end_time,container_operation_start_time,container_operation_end_time,tmux_session_check_start_time,tmux_session_check_end_time,tmux_send_keys_start_time,tmux_send_keys_end_time,tmux_wait_start_time,tmux_wait_end_time,checkpoint_restore_start_time,checkpoint_restore_end_time,container_reconnect_start_time,container_reconnect_end_time,command_keystrokes,command_is_blocking,command_timeout_sec,llm_response_length,terminal_output_length,branch_reward,success,error_message,memory_before_command,memory_after_command,memory_before_checkpoint,memory_after_checkpoint,checkpoint_id,container_id,checkpoint_stats_time,checkpoint_stats_size,restore_stats_time,restore_stats_size,ckptlite_filesystem_size,ckptlite_memory_size,ckptlite_snapshot_vmrss_mb,docker_image_size,mcts_node_id,mcts_parent_id,mcts_n,mcts_w,mcts_q,mcts_ucb,mcts_value,mcts_done,mcts_selected_child
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:18:02.529,2026-04-05T22:18:02.703,,,,,,,,,True,,,,,,69474d64,,,,4.793697118759155,138937838,2053,138935785,7.82421875,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:18:02.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:18:02.781,2026-04-05T22:18:02.782,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:18:02.782,,2026-04-05T22:18:02.782,,,,,,,,,,,,move N & N & N & W & W & S & S & E & E,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:18:02.790,,2026-04-05T22:18:02.790,,,,,,,,,,,,,,,614,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,39c381a7,,2.0358633995056152,143515694,,,2053,143513641,7.9453125,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:18:03.247,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,39c381a7,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:18:03.262,2026-04-05T22:18:03.434,,,,,,,,,True,,,,,,39c381a7,,,,4.901555776596069,143515540,2053,143513487,7.9453125,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:18:03.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:18:03.515,2026-04-05T22:18:03.515,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:18:03.516,,2026-04-05T22:18:03.516,,,,,,,,,,,,move N & E & E & S & S & W & W & N,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:18:03.524,,2026-04-05T22:18:03.524,,,,,,,,,,,,,,,545,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,1b798dc4,,2.073395013809204,148220784,,,2053,148218731,8.13671875,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:18:03.987,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,1b798dc4,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:18:04.002,2026-04-05T22:18:04.177,,,,,,,,,True,,,,,,1b798dc4,,,,5.010497808456421,148220898,2053,148218845,8.13671875,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:18:04.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:18:04.259,2026-04-05T22:18:04.259,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:18:04.260,,2026-04-05T22:18:04.260,,,,,,,,,,,,move N & E & S & W & N & E & S & W,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:18:04.267,,2026-04-05T22:18:04.267,,,,,,,,,,,,,,,545,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,fc607154,,2.110365152359009,153049835,,,2053,153047782,8.25390625,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:18:04.732,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,fc607154,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:18:04.748,2026-04-05T22:18:04.924,,,,,,,,,True,,,,,,fc607154,,,,5.119424343109131,153049875,2053,153047822,8.25390625,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:18:04.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:18:05.008,2026-04-05T22:18:05.008,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:18:05.008,,2026-04-05T22:18:05.008,,,,,,,,,,,,python3 /app/explore_and_map.py,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:18:05.026,,2026-04-05T22:18:05.026,,,,,,,,,,,,,,,88,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,d2ca0134,,2.1452479362487793,157989027,,,2053,157986974,8.1640625,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:18:05.490,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,d2ca0134,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:18:05.508,2026-04-05T22:18:05.686,,,,,,,,,True,,,,,,d2ca0134,,,,5.228981256484985,157988951,2053,157986898,8.1640625,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:18:05.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:18:05.770,2026-04-05T22:18:05.770,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:18:05.770,,2026-04-05T22:18:05.770,,,,,,,,,,,,exit,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:20:05.774,,2026-04-05T22:20:05.774,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,a4a00cb0,,2.179936408996582,162193072,,,5766,162187306,6.01171875,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:20:06.235,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,a4a00cb0,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:20:06.255,2026-04-05T22:20:06.433,,,,,,,,,True,,,,,,a4a00cb0,,,,5.337586164474487,162193070,5766,162187304,6.01171875,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:20:06.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:20:11.510,2026-04-05T22:20:11.510,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:20:11.510,,2026-04-05T22:20:11.510,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:22:11.590,,2026-04-05T22:22:11.590,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,f57d995b,,2.2136096954345703,167013237,,,5766,167007471,7.7890625,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:22:12.051,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,f57d995b,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:22:12.070,2026-04-05T22:22:12.249,,,,,,,,,True,,,,,,f57d995b,,,,5.446650981903076,167013239,5766,167007473,7.7890625,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:22:12.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:22:17.332,2026-04-05T22:22:17.332,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:22:17.332,,2026-04-05T22:22:17.332,,,,,,,,,,,,exit,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:24:17.400,,2026-04-05T22:24:17.400,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,0630a30c,,2.2460930347442627,169694677,,,5766,169688911,4.8828125,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:24:17.862,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,0630a30c,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:24:17.883,2026-04-05T22:24:18.064,,,,,,,,,True,,,,,,0630a30c,,,,5.555328369140625,169694734,5766,169688968,4.8828125,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:24:18.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:24:23.149,2026-04-05T22:24:23.149,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:24:23.149,,2026-04-05T22:24:23.149,,,,,,,,,,,,exit,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:26:23.250,,2026-04-05T22:26:23.250,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,d45b9d15,,2.278913736343384,172378574,,,5766,172372808,4.82421875,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:26:23.715,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,d45b9d15,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:26:23.737,2026-04-05T22:26:23.919,,,,,,,,,True,,,,,,d45b9d15,,,,5.663619518280029,172378517,5766,172372751,4.82421875,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:26:23.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:26:29.001,2026-04-05T22:26:29.001,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:26:29.001,,2026-04-05T22:26:29.001,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:28:29.088,,2026-04-05T22:28:29.088,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2ec427ab,,2.3113582134246826,175168323,,,5766,175162557,4.92578125,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:28:29.552,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2ec427ab,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:28:29.575,2026-04-05T22:28:29.758,,,,,,,,,True,,,,,,2ec427ab,,,,5.772213459014893,175168323,5766,175162557,4.92578125,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:28:29.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:28:34.843,2026-04-05T22:28:34.843,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:28:34.843,,2026-04-05T22:28:34.843,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:30:34.850,,2026-04-05T22:30:34.850,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,eadd5ad1,,2.345123767852783,178061202,,,5766,178055436,5.0234375,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:30:35.318,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,eadd5ad1,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:30:35.342,2026-04-05T22:30:35.530,,,,,,,,,True,,,,,,eadd5ad1,,,,5.882408857345581,178061145,5766,178055379,5.0234375,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:30:35.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:30:40.618,2026-04-05T22:30:40.618,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:30:40.618,,2026-04-05T22:30:40.618,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:32:40.711,,2026-04-05T22:32:40.711,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,a969cf42,,2.377889394760132,181087174,,,5766,181081408,5.1484375,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:32:41.177,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,a969cf42,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:32:41.201,2026-04-05T22:32:41.387,,,,,,,,,True,,,,,,a969cf42,,,,5.990552186965942,181087231,5766,181081465,5.1484375,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:32:41.470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:32:46.472,2026-04-05T22:32:46.473,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:32:46.473,,2026-04-05T22:32:46.473,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:34:46.497,,2026-04-05T22:34:46.497,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,122597a8,,2.411320686340332,184012977,,,5766,184007211,4.9921875,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:34:46.969,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,122597a8,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:34:46.994,2026-04-05T22:34:47.183,,,,,,,,,True,,,,,,122597a8,,,,6.0988171100616455,184012920,5766,184007154,4.9921875,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:34:47.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:34:52.270,2026-04-05T22:34:52.270,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:34:52.270,,2026-04-05T22:34:52.270,,,,,,,,,,,,ls -la /tmp/tmux-0,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:36:52.320,,2026-04-05T22:36:52.320,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,700727ef,,2.4443094730377197,186984284,,,5766,186978518,5.09765625,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:36:52.792,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,700727ef,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:36:52.818,2026-04-05T22:36:53.009,,,,,,,,,True,,,,,,700727ef,,,,6.207125425338745,186984284,5766,186978518,5.09765625,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:36:53.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:36:58.096,2026-04-05T22:36:58.096,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:36:58.096,,2026-04-05T22:36:58.096,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:38:58.195,,2026-04-05T22:38:58.195,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,b0f15e5f,,2.4789540767669678,189784858,,,5766,189779092,4.93359375,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:38:58.670,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,b0f15e5f,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:38:58.697,2026-04-05T22:38:58.888,,,,,,,,,True,,,,,,b0f15e5f,,,,6.315302848815918,189784913,5766,189779147,4.93359375,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:38:58.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:39:03.979,2026-04-05T22:39:03.979,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:39:03.979,,2026-04-05T22:39:03.979,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:41:04.026,,2026-04-05T22:41:04.026,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,9bad882e,,2.5121707916259766,192659711,,,5766,192653945,5.00390625,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:41:04.503,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,9bad882e,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:41:04.537,2026-04-05T22:41:04.731,,,,,,,,,True,,,,,,9bad882e,,,,6.42449951171875,192659656,5766,192653890,5.00390625,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:41:04.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:41:09.828,2026-04-05T22:41:09.828,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:41:09.828,,2026-04-05T22:41:09.828,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:43:09.836,,2026-04-05T22:43:09.836,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,c3641f0f,,2.544851541519165,195633163,,,5766,195627397,5.09765625,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:43:10.311,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,c3641f0f,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:43:10.340,2026-04-05T22:43:10.534,,,,,,,,,True,,,,,,c3641f0f,,,,6.5325844287872314,195633106,5766,195627340,5.09765625,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:43:10.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:43:15.629,2026-04-05T22:43:15.630,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:43:15.630,,2026-04-05T22:43:15.630,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:45:15.633,,2026-04-05T22:45:15.633,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,6487ac2a,,2.5777745246887207,198552866,,,5766,198547100,5.046875,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:45:16.111,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,6487ac2a,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:45:16.141,2026-04-05T22:45:16.338,,,,,,,,,True,,,,,,6487ac2a,,,,6.640973329544067,198552923,5766,198547157,5.046875,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:45:16.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:45:21.434,2026-04-05T22:45:21.434,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:45:21.434,,2026-04-05T22:45:21.434,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:47:21.442,,2026-04-05T22:47:21.442,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,4f0b39ac,,2.6111156940460205,201654655,,,5766,201648889,5.21875,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:47:21.919,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,4f0b39ac,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:47:21.950,2026-04-05T22:47:22.147,,,,,,,,,True,,,,,,4f0b39ac,,,,6.749953985214233,201654541,5766,201648775,5.21875,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:47:22.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:47:27.245,2026-04-05T22:47:27.245,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:47:27.245,,2026-04-05T22:47:27.245,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:49:27.328,,2026-04-05T22:49:27.328,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,07cfbafb,,2.645599842071533,204502095,,,5766,204496329,4.9765625,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:49:27.809,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,07cfbafb,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:49:27.841,2026-04-05T22:49:28.040,,,,,,,,,True,,,,,,50da82ac,,,,6.859551429748535,204502167,5766,204496401,8.60546875,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:49:28.127,2026-04-05T22:49:28.324,,,,,,,,,True,,,,,,50da82ac,,,,6.966830492019653,204502209,5766,204496443,8.60546875,,,,,,,,,,
0_2_1,,,,,2026-04-05T22:49:28.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_2_1,,,,,,,2026-04-05T22:49:28.427,2026-04-05T22:49:28.427,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_2_1,,,,,,,,,2026-04-05T22:49:28.427,,2026-04-05T22:49:28.427,,,,,,,,,,,,./maze_game.sh,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_2_1,,,,,,,,,,2026-04-05T22:51:28.441,,2026-04-05T22:51:28.441,,,,,,,,,,,,,,,23,,False,rc=-1,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,e21518b4,,2.6815552711486816,206676889,,,5766,206671123,5.96484375,,,,,,,,,,
0_2_1,,,,,,2026-04-05T22:51:28.926,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,e21518b4,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:51:28.931,2026-04-05T22:51:29.131,,,,,,,,,True,,,,,,e21518b4,,,,7.075178384780884,206676621,5766,206670855,5.96484375,,,,,,,,,,
0_0_1,,,,,2026-04-05T22:51:29.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,2026-04-05T22:51:29.238,2026-04-05T22:51:29.238,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,2026-04-05T22:51:29.238,,2026-04-05T22:51:29.238,,,,,,,,,,,,move N & E & S & W,True,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0_0_1,,,,,,,,,,2026-04-05T22:51:29.246,,2026-04-05T22:51:29.246,,,,,,,,,,,,,,,268,,True,,,,,,,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,33e1c951,,2.713566780090332,209790095,,,5766,209784329,6.75390625,,,,,,,,,,
0_0_1,,,,,,2026-04-05T22:51:29.729,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,33e1c951,,,,,,,,,,,,,,,,,,
0_0_0,,,,,,,,,,,,,,,,,,,2026-04-05T22:51:29.734,2026-04-05T22:51:29.937,,,,,,,,,True,,,,,,33e1c951,,,,7.183992385864258,209790209,5766,209784443,6.75390625,,,,,,,,,,
